Subregion,Stream_Number,StreamName,AWC_CODE,LATITUDE,LONGITUDE,Year,Pink_Abundance,Cons_Abundance,WMA_Releases_in_millions,mean_flow,CV_flow
NSE Inside,114-50-010,Anchor Bight Creek,114-50-10100,58.14830148,-136.2726666,2019,857,NA,NA,0.57,0.47
NSE Inside,114-40-038,Marble Creek-Idaho Inlet,114-40-10380,58.0757201,-136.1502787,2008,100,NA,NA,0.3,0.52
NSE Inside,114-40-038,Marble Creek-Idaho Inlet,114-40-10380,58.0757201,-136.1502787,2009,3000,NA,NA,0.3,0.52
NSE Inside,114-40-038,Marble Creek-Idaho Inlet,114-40-10380,58.0757201,-136.1502787,2010,1046,NA,NA,0.3,0.52
NSE Inside,114-40-038,Marble Creek-Idaho Inlet,114-40-10380,58.0757201,-136.1502787,2011,2500,NA,NA,0.3,0.52
NSE Inside,114-40-038,Marble Creek-Idaho Inlet,114-40-10380,58.0757201,-136.1502787,2013,9500,NA,NA,0.3,0.52
NSE Inside,114-40-038,Marble Creek-Idaho Inlet,114-40-10380,58.0757201,-136.1502787,2014,0,NA,NA,0.3,0.52
NSE Inside,114-40-038,Marble Creek-Idaho Inlet,114-40-10380,58.0757201,-136.1502787,2015,3000,NA,NA,0.3,0.52
NSE Inside,114-40-038,Marble Creek-Idaho Inlet,114-40-10380,58.0757201,-136.1502787,2017,2000,NA,NA,0.3,0.52
NSE Inside,114-40-038,Marble Creek-Idaho Inlet,114-40-10380,58.0757201,-136.1502787,2018,1500,NA,NA,0.3,0.52
NSE Inside,114-40-038,Marble Creek-Idaho Inlet,114-40-10380,58.0757201,-136.1502787,2019,300,NA,NA,0.3,0.52
NSE Inside,114-40-035,Trail River,114-40-10350,58.06500165,-136.1071792,2008,4700,560,NA,11.22,0.53
NSE Inside,114-40-035,Trail River,114-40-10350,58.06500165,-136.1071792,2009,15000,1700,NA,11.22,0.53
NSE Inside,114-40-035,Trail River,114-40-10350,58.06500165,-136.1071792,2010,3000,686.343634,NA,11.22,0.53
NSE Inside,114-40-035,Trail River,114-40-10350,58.06500165,-136.1071792,2011,29000,2500,NA,11.22,0.53
NSE Inside,114-40-035,Trail River,114-40-10350,58.06500165,-136.1071792,2013,50000,4600,NA,11.22,0.53
NSE Inside,114-40-035,Trail River,114-40-10350,58.06500165,-136.1071792,2014,600,120,NA,11.22,0.53
NSE Inside,114-40-035,Trail River,114-40-10350,58.06500165,-136.1071792,2015,44000,1542.526753,NA,11.22,0.53
NSE Inside,114-40-035,Trail River,114-40-10350,58.06500165,-136.1071792,2017,37000,5100,NA,11.22,0.53
NSE Inside,114-40-035,Trail River,114-40-10350,58.06500165,-136.1071792,2018,2400,2100,NA,11.22,0.53
NSE Inside,114-40-035,Trail River,114-40-10350,58.06500165,-136.1071792,2019,5300,8000,NA,11.22,0.53
NSE Inside,114-40-025,Cabin Creek-Idaho Inlet,114-40-10250,58.12270712,-136.182351,2008,479,NA,NA,1,0.49
NSE Inside,114-40-025,Cabin Creek-Idaho Inlet,114-40-10250,58.12270712,-136.182351,2009,2200,NA,NA,1,0.49
NSE Inside,114-40-025,Cabin Creek-Idaho Inlet,114-40-10250,58.12270712,-136.182351,2010,100,NA,NA,1,0.49
NSE Inside,114-40-025,Cabin Creek-Idaho Inlet,114-40-10250,58.12270712,-136.182351,2011,2500,NA,NA,1,0.49
NSE Inside,114-40-025,Cabin Creek-Idaho Inlet,114-40-10250,58.12270712,-136.182351,2013,10000,NA,NA,1,0.49
NSE Inside,114-40-025,Cabin Creek-Idaho Inlet,114-40-10250,58.12270712,-136.182351,2014,0,NA,NA,1,0.49
NSE Inside,114-40-025,Cabin Creek-Idaho Inlet,114-40-10250,58.12270712,-136.182351,2015,1600,NA,NA,1,0.49
NSE Inside,114-40-025,Cabin Creek-Idaho Inlet,114-40-10250,58.12270712,-136.182351,2017,1000,NA,NA,1,0.49
NSE Inside,114-40-025,Cabin Creek-Idaho Inlet,114-40-10250,58.12270712,-136.182351,2018,432,NA,NA,1,0.49
NSE Inside,114-40-025,Cabin Creek-Idaho Inlet,114-40-10250,58.12270712,-136.182351,2019,200,NA,NA,1,0.49
NSE Inside,114-40-023,Nip and Tuck Creek,114-40-10230,58.13937415,-136.1696416,2008,243,NA,NA,NA,NA
NSE Inside,114-40-023,Nip and Tuck Creek,114-40-10230,58.13937415,-136.1696416,2009,300,NA,NA,NA,NA
NSE Inside,114-40-023,Nip and Tuck Creek,114-40-10230,58.13937415,-136.1696416,2010,561,NA,NA,NA,NA
NSE Inside,114-40-023,Nip and Tuck Creek,114-40-10230,58.13937415,-136.1696416,2011,2956,NA,NA,NA,NA
NSE Inside,114-40-023,Nip and Tuck Creek,114-40-10230,58.13937415,-136.1696416,2013,7000,NA,NA,NA,NA
NSE Inside,114-40-023,Nip and Tuck Creek,114-40-10230,58.13937415,-136.1696416,2014,10,NA,NA,NA,NA
NSE Inside,114-40-023,Nip and Tuck Creek,114-40-10230,58.13937415,-136.1696416,2015,100,NA,NA,NA,NA
NSE Inside,114-40-023,Nip and Tuck Creek,114-40-10230,58.13937415,-136.1696416,2017,0,NA,NA,NA,NA
NSE Inside,114-40-023,Nip and Tuck Creek,114-40-10230,58.13937415,-136.1696416,2018,0,NA,NA,NA,NA
NSE Inside,114-40-023,Nip and Tuck Creek,114-40-10230,58.13937415,-136.1696416,2019,0,NA,NA,NA,NA
NSE Inside,114-34-010,Humpback Creek-Port Frederick,114-34-10100,58.09384393,-135.5792629,2008,2900,500,NA,12.17,0.56
NSE Inside,114-34-010,Humpback Creek-Port Frederick,114-34-10100,58.09384393,-135.5792629,2009,20000,900,NA,12.17,0.56
NSE Inside,114-34-010,Humpback Creek-Port Frederick,114-34-10100,58.09384393,-135.5792629,2010,7000,1300,NA,12.17,0.56
NSE Inside,114-34-010,Humpback Creek-Port Frederick,114-34-10100,58.09384393,-135.5792629,2011,39000,1300,NA,12.17,0.56
NSE Inside,114-34-010,Humpback Creek-Port Frederick,114-34-10100,58.09384393,-135.5792629,2013,24000,2400,NA,12.17,0.56
NSE Inside,114-34-010,Humpback Creek-Port Frederick,114-34-10100,58.09384393,-135.5792629,2014,900,1887.308034,NA,12.17,0.56
NSE Inside,114-34-010,Humpback Creek-Port Frederick,114-34-10100,58.09384393,-135.5792629,2015,44000,6000,NA,12.17,0.56
NSE Inside,114-34-010,Humpback Creek-Port Frederick,114-34-10100,58.09384393,-135.5792629,2017,48200,7800,NA,12.17,0.56
NSE Inside,114-34-010,Humpback Creek-Port Frederick,114-34-10100,58.09384393,-135.5792629,2018,3400,2900,NA,12.17,0.56
NSE Inside,114-34-010,Humpback Creek-Port Frederick,114-34-10100,58.09384393,-135.5792629,2019,3800,3200,NA,12.17,0.56
NSE Inside,114-33-023,Neka River,114-33-10230,58.05567303,-135.7882468,2008,2900,1050,NA,13.72,0.49
NSE Inside,114-33-023,Neka River,114-33-10230,58.05567303,-135.7882468,2009,5000,1700,NA,13.72,0.49
NSE Inside,114-33-023,Neka River,114-33-10230,58.05567303,-135.7882468,2010,3000,5900,NA,13.72,0.49
NSE Inside,114-33-023,Neka River,114-33-10230,58.05567303,-135.7882468,2011,12100,4500,NA,13.72,0.49
NSE Inside,114-33-023,Neka River,114-33-10230,58.05567303,-135.7882468,2013,12000,10700,NA,13.72,0.49
NSE Inside,114-33-023,Neka River,114-33-10230,58.05567303,-135.7882468,2014,700,1400,NA,13.72,0.49
NSE Inside,114-33-023,Neka River,114-33-10230,58.05567303,-135.7882468,2015,14100,2500,NA,13.72,0.49
NSE Inside,114-33-023,Neka River,114-33-10230,58.05567303,-135.7882468,2017,8600,2900,NA,13.72,0.49
NSE Inside,114-33-023,Neka River,114-33-10230,58.05567303,-135.7882468,2018,3600,5300,NA,13.72,0.49
NSE Inside,114-33-023,Neka River,114-33-10230,58.05567303,-135.7882468,2019,6700,9500,NA,13.72,0.49
NSE Inside,114-32-006,Bear Creek-Midway Rocks,114-32-10060,58.00077848,-135.5800516,2008,150,NA,NA,1.58,0.53
NSE Inside,114-32-006,Bear Creek-Midway Rocks,114-32-10060,58.00077848,-135.5800516,2009,500,NA,NA,1.58,0.53
NSE Inside,114-32-006,Bear Creek-Midway Rocks,114-32-10060,58.00077848,-135.5800516,2010,300,NA,NA,1.58,0.53
NSE Inside,114-32-006,Bear Creek-Midway Rocks,114-32-10060,58.00077848,-135.5800516,2011,4719,NA,NA,1.58,0.53
NSE Inside,114-32-006,Bear Creek-Midway Rocks,114-32-10060,58.00077848,-135.5800516,2013,700,NA,NA,1.58,0.53
NSE Inside,114-32-006,Bear Creek-Midway Rocks,114-32-10060,58.00077848,-135.5800516,2014,200,NA,NA,1.58,0.53
NSE Inside,114-32-006,Bear Creek-Midway Rocks,114-32-10060,58.00077848,-135.5800516,2015,5000,NA,NA,1.58,0.53
NSE Inside,114-32-006,Bear Creek-Midway Rocks,114-32-10060,58.00077848,-135.5800516,2017,2500,NA,NA,1.58,0.53
NSE Inside,114-32-006,Bear Creek-Midway Rocks,114-32-10060,58.00077848,-135.5800516,2018,550,NA,NA,1.58,0.53
NSE Inside,114-32-006,Bear Creek-Midway Rocks,114-32-10060,58.00077848,-135.5800516,2019,700,NA,NA,1.58,0.53
NSE Inside,114-32-004,Seagull Creek,114-32-10040,58.016006,-135.56219,2008,110,75,NA,15.26,0.51
NSE Inside,114-32-004,Seagull Creek,114-32-10040,58.016006,-135.56219,2009,3000,250,NA,15.26,0.51
NSE Inside,114-32-004,Seagull Creek,114-32-10040,58.016006,-135.56219,2010,600,600,NA,15.26,0.51
NSE Inside,114-32-004,Seagull Creek,114-32-10040,58.016006,-135.56219,2011,9299,500,NA,15.26,0.51
NSE Inside,114-32-004,Seagull Creek,114-32-10040,58.016006,-135.56219,2013,15000,900,NA,15.26,0.51
NSE Inside,114-32-004,Seagull Creek,114-32-10040,58.016006,-135.56219,2014,550,851.0074104,NA,15.26,0.51
NSE Inside,114-32-004,Seagull Creek,114-32-10040,58.016006,-135.56219,2015,3000,400,NA,15.26,0.51
NSE Inside,114-32-004,Seagull Creek,114-32-10040,58.016006,-135.56219,2017,7700,2494.168659,NA,15.26,0.51
NSE Inside,114-32-004,Seagull Creek,114-32-10040,58.016006,-135.56219,2018,700,700,NA,15.26,0.51
NSE Inside,114-32-004,Seagull Creek,114-32-10040,58.016006,-135.56219,2019,800,1000,NA,15.26,0.51
NSE Inside,114-31-013,Game Creek,114-31-10130,58.09042416,-135.4709212,2008,1800,3760,NA,15.63,0.55
NSE Inside,114-31-013,Game Creek,114-31-10130,58.09042416,-135.4709212,2009,39500,1500,NA,15.63,0.55
NSE Inside,114-31-013,Game Creek,114-31-10130,58.09042416,-135.4709212,2010,15000,300,NA,15.63,0.55
NSE Inside,114-31-013,Game Creek,114-31-10130,58.09042416,-135.4709212,2011,79000,2500,NA,15.63,0.55
NSE Inside,114-31-013,Game Creek,114-31-10130,58.09042416,-135.4709212,2013,52000,15500,NA,15.63,0.55
NSE Inside,114-31-013,Game Creek,114-31-10130,58.09042416,-135.4709212,2014,500,500,NA,15.63,0.55
NSE Inside,114-31-013,Game Creek,114-31-10130,58.09042416,-135.4709212,2015,84000,5000,NA,15.63,0.55
NSE Inside,114-31-013,Game Creek,114-31-10130,58.09042416,-135.4709212,2017,121500,10000,NA,15.63,0.55
NSE Inside,114-31-013,Game Creek,114-31-10130,58.09042416,-135.4709212,2018,6600,2800,NA,15.63,0.55
NSE Inside,114-31-013,Game Creek,114-31-10130,58.09042416,-135.4709212,2019,7900,6200,NA,15.63,0.55
NSE Inside,114-27-030,Spasski Creek,114-27-10300,58.09514106,-135.2922606,2008,5200,1500,NA,7.16,0.54
NSE Inside,114-27-030,Spasski Creek,114-27-10300,58.09514106,-135.2922606,2009,20100,2000,NA,7.16,0.54
NSE Inside,114-27-030,Spasski Creek,114-27-10300,58.09514106,-135.2922606,2010,22000,1800,NA,7.16,0.54
NSE Inside,114-27-030,Spasski Creek,114-27-10300,58.09514106,-135.2922606,2011,49000,4000,NA,7.16,0.54
NSE Inside,114-27-030,Spasski Creek,114-27-10300,58.09514106,-135.2922606,2013,29000,800,NA,7.16,0.54
NSE Inside,114-27-030,Spasski Creek,114-27-10300,58.09514106,-135.2922606,2014,4000,900,NA,7.16,0.54
NSE Inside,114-27-030,Spasski Creek,114-27-10300,58.09514106,-135.2922606,2015,18000,5000,NA,7.16,0.54
NSE Inside,114-27-030,Spasski Creek,114-27-10300,58.09514106,-135.2922606,2017,37000,3500,NA,7.16,0.54
NSE Inside,114-27-030,Spasski Creek,114-27-10300,58.09514106,-135.2922606,2018,3000,600,NA,7.16,0.54
NSE Inside,114-27-030,Spasski Creek,114-27-10300,58.09514106,-135.2922606,2019,4200,3500,NA,7.16,0.54
NSE Inside,114-27-018,Whitestone Head Creek,114-27-10180,58.06749817,-135.1114128,2008,500,NA,NA,4.66,0.54
NSE Inside,114-27-018,Whitestone Head Creek,114-27-10180,58.06749817,-135.1114128,2009,3155,NA,NA,4.66,0.54
NSE Inside,114-27-018,Whitestone Head Creek,114-27-10180,58.06749817,-135.1114128,2010,500,NA,NA,4.66,0.54
NSE Inside,114-27-018,Whitestone Head Creek,114-27-10180,58.06749817,-135.1114128,2011,6254,NA,NA,4.66,0.54
NSE Inside,114-27-018,Whitestone Head Creek,114-27-10180,58.06749817,-135.1114128,2013,200,NA,NA,4.66,0.54
NSE Inside,114-27-018,Whitestone Head Creek,114-27-10180,58.06749817,-135.1114128,2014,220,NA,NA,4.66,0.54
NSE Inside,114-27-018,Whitestone Head Creek,114-27-10180,58.06749817,-135.1114128,2015,4863,NA,NA,4.66,0.54
NSE Inside,114-27-018,Whitestone Head Creek,114-27-10180,58.06749817,-135.1114128,2017,820,NA,NA,4.66,0.54
NSE Inside,114-27-018,Whitestone Head Creek,114-27-10180,58.06749817,-135.1114128,2018,300,NA,NA,4.66,0.54
NSE Inside,114-27-018,Whitestone Head Creek,114-27-10180,58.06749817,-135.1114128,2019,200,NA,NA,4.66,0.54
NSE Inside,114-27-015,Suntaheen Creek,114-27-10150,58.06453495,-135.1075977,2008,3000,NA,NA,2.99,0.57
NSE Inside,114-27-015,Suntaheen Creek,114-27-10150,58.06453495,-135.1075977,2009,8008,NA,NA,2.99,0.57
NSE Inside,114-27-015,Suntaheen Creek,114-27-10150,58.06453495,-135.1075977,2010,7500,NA,NA,2.99,0.57
NSE Inside,114-27-015,Suntaheen Creek,114-27-10150,58.06453495,-135.1075977,2011,6000,NA,NA,2.99,0.57
NSE Inside,114-27-015,Suntaheen Creek,114-27-10150,58.06453495,-135.1075977,2013,4700,NA,NA,2.99,0.57
NSE Inside,114-27-015,Suntaheen Creek,114-27-10150,58.06453495,-135.1075977,2014,200,NA,NA,2.99,0.57
NSE Inside,114-27-015,Suntaheen Creek,114-27-10150,58.06453495,-135.1075977,2015,5000,NA,NA,2.99,0.57
NSE Inside,114-27-015,Suntaheen Creek,114-27-10150,58.06453495,-135.1075977,2017,7700,NA,NA,2.99,0.57
NSE Inside,114-27-015,Suntaheen Creek,114-27-10150,58.06453495,-135.1075977,2018,4050,NA,NA,2.99,0.57
NSE Inside,114-27-015,Suntaheen Creek,114-27-10150,58.06453495,-135.1075977,2019,1100,NA,NA,2.99,0.57
NSE Inside,114-27-012,Whitestone E Side,114-27-10120,58.05706059,-135.0719177,2008,200,NA,NA,1.09,0.57
NSE Inside,114-27-012,Whitestone E Side,114-27-10120,58.05706059,-135.0719177,2009,2894,NA,NA,1.09,0.57
NSE Inside,114-27-012,Whitestone E Side,114-27-10120,58.05706059,-135.0719177,2010,1500,NA,NA,1.09,0.57
NSE Inside,114-27-012,Whitestone E Side,114-27-10120,58.05706059,-135.0719177,2011,500,NA,NA,1.09,0.57
NSE Inside,114-27-012,Whitestone E Side,114-27-10120,58.05706059,-135.0719177,2013,200,NA,NA,1.09,0.57
NSE Inside,114-27-012,Whitestone E Side,114-27-10120,58.05706059,-135.0719177,2014,200,NA,NA,1.09,0.57
NSE Inside,114-27-012,Whitestone E Side,114-27-10120,58.05706059,-135.0719177,2015,100,NA,NA,1.09,0.57
NSE Inside,114-27-012,Whitestone E Side,114-27-10120,58.05706059,-135.0719177,2017,700,NA,NA,1.09,0.57
NSE Inside,114-27-012,Whitestone E Side,114-27-10120,58.05706059,-135.0719177,2018,0,NA,NA,1.09,0.57
NSE Inside,114-27-012,Whitestone E Side,114-27-10120,58.05706059,-135.0719177,2019,1200,NA,NA,1.09,0.57
NSE Inside,114-25-035,West Swanson Creek,114-25-10350,58.21187819,-135.1418988,2008,185,NA,NA,5.97,0.55
NSE Inside,114-25-035,West Swanson Creek,114-25-10350,58.21187819,-135.1418988,2009,6200,NA,NA,5.97,0.55
NSE Inside,114-25-035,West Swanson Creek,114-25-10350,58.21187819,-135.1418988,2010,1500,NA,NA,5.97,0.55
NSE Inside,114-25-035,West Swanson Creek,114-25-10350,58.21187819,-135.1418988,2011,28000,NA,NA,5.97,0.55
NSE Inside,114-25-035,West Swanson Creek,114-25-10350,58.21187819,-135.1418988,2013,6600,NA,NA,5.97,0.55
NSE Inside,114-25-035,West Swanson Creek,114-25-10350,58.21187819,-135.1418988,2014,200,NA,NA,5.97,0.55
NSE Inside,114-25-035,West Swanson Creek,114-25-10350,58.21187819,-135.1418988,2015,150,NA,NA,5.97,0.55
NSE Inside,114-25-035,West Swanson Creek,114-25-10350,58.21187819,-135.1418988,2017,3000,NA,NA,5.97,0.55
NSE Inside,114-25-035,West Swanson Creek,114-25-10350,58.21187819,-135.1418988,2018,0,NA,NA,5.97,0.55
NSE Inside,114-25-035,West Swanson Creek,114-25-10350,58.21187819,-135.1418988,2019,100,NA,NA,5.97,0.55
NSE Inside,114-25-018,Humpy Creek-Homeshore,114-25-10180,58.27325996,-135.3419042,2008,1500,NA,NA,2.29,0.57
NSE Inside,114-25-018,Humpy Creek-Homeshore,114-25-10180,58.27325996,-135.3419042,2009,5000,NA,NA,2.29,0.57
NSE Inside,114-25-018,Humpy Creek-Homeshore,114-25-10180,58.27325996,-135.3419042,2010,3300,NA,NA,2.29,0.57
NSE Inside,114-25-018,Humpy Creek-Homeshore,114-25-10180,58.27325996,-135.3419042,2011,22000,NA,NA,2.29,0.57
NSE Inside,114-25-018,Humpy Creek-Homeshore,114-25-10180,58.27325996,-135.3419042,2013,15000,NA,NA,2.29,0.57
NSE Inside,114-25-018,Humpy Creek-Homeshore,114-25-10180,58.27325996,-135.3419042,2014,394,NA,NA,2.29,0.57
NSE Inside,114-25-018,Humpy Creek-Homeshore,114-25-10180,58.27325996,-135.3419042,2015,9000,NA,NA,2.29,0.57
NSE Inside,114-25-018,Humpy Creek-Homeshore,114-25-10180,58.27325996,-135.3419042,2017,2100,NA,NA,2.29,0.57
NSE Inside,114-25-018,Humpy Creek-Homeshore,114-25-10180,58.27325996,-135.3419042,2018,400,NA,NA,2.29,0.57
NSE Inside,114-25-018,Humpy Creek-Homeshore,114-25-10180,58.27325996,-135.3419042,2019,300,NA,NA,2.29,0.57
NSE Inside,114-25-012,East Homeshore Creek,114-25-10120,58.30922257,-135.3731028,2008,640,NA,NA,0.68,0.55
NSE Inside,114-25-012,East Homeshore Creek,114-25-10120,58.30922257,-135.3731028,2009,3000,NA,NA,0.68,0.55
NSE Inside,114-25-012,East Homeshore Creek,114-25-10120,58.30922257,-135.3731028,2010,800,NA,NA,0.68,0.55
NSE Inside,114-25-012,East Homeshore Creek,114-25-10120,58.30922257,-135.3731028,2011,6500,NA,NA,0.68,0.55
NSE Inside,114-25-012,East Homeshore Creek,114-25-10120,58.30922257,-135.3731028,2013,800,NA,NA,0.68,0.55
NSE Inside,114-25-012,East Homeshore Creek,114-25-10120,58.30922257,-135.3731028,2014,50,NA,NA,0.68,0.55
NSE Inside,114-25-012,East Homeshore Creek,114-25-10120,58.30922257,-135.3731028,2015,4000,NA,NA,0.68,0.55
NSE Inside,114-25-012,East Homeshore Creek,114-25-10120,58.30922257,-135.3731028,2017,400,NA,NA,0.68,0.55
NSE Inside,114-25-012,East Homeshore Creek,114-25-10120,58.30922257,-135.3731028,2018,0,NA,NA,0.68,0.55
NSE Inside,114-25-012,East Homeshore Creek,114-25-10120,58.30922257,-135.3731028,2019,349,NA,NA,0.68,0.55
NSE Inside,114-25-010,Homeshore Creek,114-25-10100,58.31094457,-135.3733526,2008,9100,560.5980932,NA,4.95,0.59
NSE Inside,114-25-010,Homeshore Creek,114-25-10100,58.31094457,-135.3733526,2009,23000,2200,NA,4.95,0.59
NSE Inside,114-25-010,Homeshore Creek,114-25-10100,58.31094457,-135.3733526,2010,5600,1400,NA,4.95,0.59
NSE Inside,114-25-010,Homeshore Creek,114-25-10100,58.31094457,-135.3733526,2011,34000,2500,NA,4.95,0.59
NSE Inside,114-25-010,Homeshore Creek,114-25-10100,58.31094457,-135.3733526,2013,14500,3500,NA,4.95,0.59
NSE Inside,114-25-010,Homeshore Creek,114-25-10100,58.31094457,-135.3733526,2014,900,607.0661598,NA,4.95,0.59
NSE Inside,114-25-010,Homeshore Creek,114-25-10100,58.31094457,-135.3733526,2015,50000,1081.874348,NA,4.95,0.59
NSE Inside,114-25-010,Homeshore Creek,114-25-10100,58.31094457,-135.3733526,2017,5800,1810.918618,NA,4.95,0.59
NSE Inside,114-25-010,Homeshore Creek,114-25-10100,58.31094457,-135.3733526,2018,6800,711.9183817,NA,4.95,0.59
NSE Inside,114-25-010,Homeshore Creek,114-25-10100,58.31094457,-135.3733526,2019,1200,806.2388082,NA,4.95,0.59
NSE Inside,114-25-005,Windy Creek,114-25-10050,58.35297852,-135.4088979,2008,1207,NA,NA,4.27,0.59
NSE Inside,114-25-005,Windy Creek,114-25-10050,58.35297852,-135.4088979,2009,100,NA,NA,4.27,0.59
NSE Inside,114-25-005,Windy Creek,114-25-10050,58.35297852,-135.4088979,2010,200,NA,NA,4.27,0.59
NSE Inside,114-25-005,Windy Creek,114-25-10050,58.35297852,-135.4088979,2011,3500,NA,NA,4.27,0.59
NSE Inside,114-25-005,Windy Creek,114-25-10050,58.35297852,-135.4088979,2013,100,NA,NA,4.27,0.59
NSE Inside,114-25-005,Windy Creek,114-25-10050,58.35297852,-135.4088979,2014,154,NA,NA,4.27,0.59
NSE Inside,114-25-005,Windy Creek,114-25-10050,58.35297852,-135.4088979,2015,225,NA,NA,4.27,0.59
NSE Inside,114-25-005,Windy Creek,114-25-10050,58.35297852,-135.4088979,2017,200,NA,NA,4.27,0.59
NSE Inside,114-25-005,Windy Creek,114-25-10050,58.35297852,-135.4088979,2018,0,NA,NA,4.27,0.59
NSE Inside,114-25-005,Windy Creek,114-25-10050,58.35297852,-135.4088979,2019,100,NA,NA,4.27,0.59
NSE Inside,114-23-080,Goose Creek,114-23-10800,58.20132178,-136.0428047,2008,300,NA,NA,4.61,0.51
NSE Inside,114-23-080,Goose Creek,114-23-10800,58.20132178,-136.0428047,2009,700,NA,NA,4.61,0.51
NSE Inside,114-23-080,Goose Creek,114-23-10800,58.20132178,-136.0428047,2010,917,NA,NA,4.61,0.51
NSE Inside,114-23-080,Goose Creek,114-23-10800,58.20132178,-136.0428047,2011,4833,NA,NA,4.61,0.51
NSE Inside,114-23-080,Goose Creek,114-23-10800,58.20132178,-136.0428047,2013,500,NA,NA,4.61,0.51
NSE Inside,114-23-080,Goose Creek,114-23-10800,58.20132178,-136.0428047,2014,200,NA,NA,4.61,0.51
NSE Inside,114-23-080,Goose Creek,114-23-10800,58.20132178,-136.0428047,2015,3500,NA,NA,4.61,0.51
NSE Inside,114-23-080,Goose Creek,114-23-10800,58.20132178,-136.0428047,2017,2700,NA,NA,4.61,0.51
NSE Inside,114-23-080,Goose Creek,114-23-10800,58.20132178,-136.0428047,2018,0,NA,NA,4.61,0.51
NSE Inside,114-23-080,Goose Creek,114-23-10800,58.20132178,-136.0428047,2019,550,NA,NA,4.61,0.51
NSE Inside,114-23-070,Mud Bay River,114-23-10700,58.18940306,-135.9926664,2008,4100,600,NA,15.86,0.5
NSE Inside,114-23-070,Mud Bay River,114-23-10700,58.18940306,-135.9926664,2009,43200,3000,NA,15.86,0.5
NSE Inside,114-23-070,Mud Bay River,114-23-10700,58.18940306,-135.9926664,2010,3100,900,NA,15.86,0.5
NSE Inside,114-23-070,Mud Bay River,114-23-10700,58.18940306,-135.9926664,2011,110000,800,NA,15.86,0.5
NSE Inside,114-23-070,Mud Bay River,114-23-10700,58.18940306,-135.9926664,2013,118000,10000,NA,15.86,0.5
NSE Inside,114-23-070,Mud Bay River,114-23-10700,58.18940306,-135.9926664,2014,1000,845.5250642,NA,15.86,0.5
NSE Inside,114-23-070,Mud Bay River,114-23-10700,58.18940306,-135.9926664,2015,45000,3000,NA,15.86,0.5
NSE Inside,114-23-070,Mud Bay River,114-23-10700,58.18940306,-135.9926664,2017,49000,4600,NA,15.86,0.5
NSE Inside,114-23-070,Mud Bay River,114-23-10700,58.18940306,-135.9926664,2018,2000,1000,NA,15.86,0.5
NSE Inside,114-23-070,Mud Bay River,114-23-10700,58.18940306,-135.9926664,2019,4400,5000,NA,15.86,0.5
